tweet_id,text,sentiment,likes,retweets
1007453,via still broken nightmare angry #scam #fail,Negative,30,10
1007454,@user2954 loving every moment grateful beautiful happy #joy,Positive,1,1
1007455,via terrible experience hate #frustrated #rant!!!,Negative,14,11
1007456,via @user3076 unacceptable behavior angry garbage horrible,Negative,67,13
1007457,will update later basic,Neutral,24,1
1007458,@user5583 grateful for everything joy awesome,Positive,75,6
1007459,via @user3511 complete waste nightmare trash #broken,Negative,66,10
1007460,RT totally worth it delighted,Positive,67,35
1007461,via perfect in every way positive amazing 😊😍🙌,Positive,126,11
1007462,@user8404 totally recommend blessed,Positive,35,4
1007463,VIA RESULTS MAY VARY AVERAGE #FEEDBACK...,Neutral,137,9
1007464,RT life is beautiful great incredible love #winning,Positive,6,8
1007465,RT @user1637 pure joy grateful brilliant fantastic #happy #amazing,Positive,6,10
1007466,via loving every moment superb #joy,Positive,41,6
1007467,RT @USER8164 REALLY IMPRESSED GRATEFUL EXCELLENT,Positive,3,43
1007468,grateful for everything blessed #love,Positive,74,27
1007469,FEELING GREAT FANTASTIC BEAUTIFUL #JOY #AMAZING,Positive,22,21
1007470,@user5369 such a letdown failed frustrating waste #disappointed #rant,Negative,33,3
1007471,via absolutely love this beautiful grateful great #love #amazing!!!,Positive,6,6
1007472,this is wonderful perfect positive #grateful #happy 😊😍🙌,Positive,7,95
1007473,@user1638 pathetic excuse useless pathetic #avoid!!!,Negative,2,8
1007474,will update later fair normal,Neutral,30,5
1007475,RT @USER9238 DO NOT RECOMMEND TERRIBLE TRASH 😠😤💔,Negative,42,2
1007476,via deeply unhappy disappointed bad trash #angry #terrible,Negative,76,6
1007477,RT SUPER HELPFUL GREAT THRILLED AMAZING #BLESSED 😊😍🙌,Positive,44,18
1007478,RT @user9920 feeling great fantastic joy #blessed 😊😍🙌!!!,Positive,109,27
1007479,feeling great perfect blessed love #success #grateful,Positive,46,7
1007480,RT DO NOT RECOMMEND GARBAGE BROKEN #TERRIBLE 😠😤💔,Negative,34,21
1007481,via super helpful excellent love #grateful #positive,Positive,105,1
1007482,via @user8690 never buying again ruined disgusting broken #rant #frustrated!!!,Negative,24,22
1007483,really frustrated awful waste disappointed 😠😤💔,Negative,28,6
1007484,constant crashes bad hate #rant!!!,Negative,26,13
1007485,RT never buying again frustrating,Negative,427,10
1007486,RT okay I guess midrange mediocre,Neutral,11,2
1007487,RT @user8993 met basic expectations acceptable midrange #thoughts 🤔😐,Neutral,2,12
1007488,via checking the reviews #update,Neutral,39,3
1007489,@user3214 still broken waste,Negative,59,20
1007490,via @user8608 made my day positive happy delighted #positive #happy 😊😍🙌,Positive,14,6
1007491,@USER1104 MEDIUM QUALITY OVERALL TYPICAL BASIC,Neutral,232,7
1007492,RT amazing experience grateful #positive #grateful 😊😍🙌,Positive,71,9
1007493,VIA PERFECT IN EVERY WAY PERFECT #BLESSED,Positive,78,21
1007494,RT @user1207 feeling great delighted thrilled joy,Positive,55,28
1007495,via life is beautiful cheerful delighted happy,Positive,140,13
1007496,RT DO NOT RECOMMEND PATHETIC GARBAGE #NEVERAGAIN,Negative,13,7
1007497,RT can't believe how good amazing #winning #love,Positive,71,15
1007498,RT got the package today,Neutral,9,0
1007499,@user9476 really impressed superb brilliant #positive 😊😍🙌!!!,Positive,57,4
1007500,via will update later basic adequate 🤔😐,Neutral,34,20
1007501,RT just received my order adequate 🤔😐,Neutral,41,1
1007502,RT never buying again failed nightmare garbage 😠😤💔,Negative,10,3
1007503,IT DOES WHAT IT SAYS TYPICAL #OPINION,Neutral,14,12
1007504,RT @user9106 refund requested worst terrible horrible,Negative,35,3
1007505,RT wasted my money ruined #scam,Negative,3,2
1007506,via customer service is awful ruined,Negative,207,9
1007507,so happy today perfect #bestday,Positive,101,28
1007508,RT waiting for more information #update,Neutral,35,18
1007509,got the package today midrange usual #update,Neutral,10,17
1007510,RT @user9599 what a disaster failed broken #scam 😠😤💔,Negative,15,26
1007511,@user7037 seems fine for now,Neutral,4,22
1007512,RT @user6015 five stars grateful excellent beautiful #winning #grateful,Positive,5,31
1007513,RT so far so good I think midrange moderate #opinion,Neutral,18,15
1007514,via @user9075 exceeded my expectations love joy #bestday,Positive,33,6
1007515,via grateful for everything thrilled #amazing,Positive,51,44
1007516,RT @user7026 awesome vibes excellent,Positive,2,37
1007517,via deeply unhappy bad,Negative,46,24
1007518,could go either way #checking,Neutral,24,9
1007519,RT REALLY FRUSTRATED TRASH #BROKEN #DISAPPOINTED,Negative,101,8
1007520,RT pure joy wonderful 😊😍🙌,Positive,38,0
1007521,via best day ever thrilled brilliant incredible,Positive,8,15
1007522,RT feeling blessed superb happy beautiful,Positive,63,13
1007523,checking the reviews common #info,Neutral,7,8
1007524,RT so far so good I think,Neutral,21,10
1007525,via @user1214 top notch quality cheerful thrilled #grateful #blessed 😊😍🙌,Positive,102,22
1007526,via @user8716 do not recommend ruined dreadful,Negative,4,33
1007527,incredible service amazing blessed #blessed,Positive,31,20
1007528,via met basic expectations common #justgot,Neutral,7,16
1007529,via waited for hours failed disappointed worst 😠😤💔,Negative,13,8
1007530,via will update later regular usual,Neutral,0,2
1007531,nothing works pathetic #neveragain #disappointed 😠😤💔,Negative,4,4
1007532,RT worst product ever frustrating!!!,Negative,5,17
1007533,via @user6983 average at best standard #update,Neutral,1,14
1007534,RT five stars excellent awesome #happy,Positive,7,43
1007535,RT horrible service nightmare awful horrible 😠😤💔,Negative,135,3
1007536,RT beyond expectations positive blessed happy #positive,Positive,47,0
1007537,@user6834 perfect in every way superb wonderful positive #positive #love 😊😍🙌,Positive,134,11
1007538,RT fantastic product love brilliant #blessed #bestday,Positive,2,6
1007539,RT @user3895 super helpful beautiful positive perfect #amazing,Positive,3,7
1007540,RT okay I guess general sufficient #standard,Neutral,55,9
1007541,RT NOTHING WORKS FRUSTRATING!!!,Negative,24,1
1007542,RT meh honestly decent acceptable 🤔😐,Neutral,14,1
1007543,@USER3831 MET BASIC EXPECTATIONS ADEQUATE FAIR #FEEDBACK,Neutral,82,2
1007544,RT worst product ever trash angry bad!!!,Negative,45,6
1007545,RT awesome vibes positive happy incredible #grateful #joy!!!,Positive,12,15
1007546,customer service is awful pathetic #disappointed,Negative,30,7
1007547,via avoid at all costs useless ruined 😠😤💔,Negative,44,10
1007548,RT @USER9430 BEST DAY EVER PERFECT WONDERFUL #GRATEFUL #BLESSED!!!,Positive,18,12
1007549,RT so excited happy,Positive,55,0
1007550,RT @user3249 no response at all horrible #terrible!!!,Negative,31,0
1007551,via absolute garbage worst horrible broken #terrible,Negative,10,12
1007552,@user2526 couldn't be worse pathetic disappointed #avoid #disappointed,Negative,100,32
1007553,RT totally recommend beautiful love blessed #happy #blessed,Positive,3,8
1007554,so satisfying wonderful love 😊😍🙌,Positive,43,2
1007555,via @user8673 beyond expectations wonderful blessed #positive #amazing,Positive,72,20
1007556,via beyond expectations brilliant excellent great #positive #bestday,Positive,116,0
1007557,RT @USER6154 PERFECT IN EVERY WAY CHEERFUL BRILLIANT #LOVE,Positive,12,26
1007558,@user4799 nothing works awful disappointed dreadful #rant,Negative,55,33
1007559,VIA @USER8936 FANTASTIC PRODUCT EXCELLENT,Positive,2,13
1007560,RT @USER9369 SO FAR SO GOOD I THINK REGULAR MEDIOCRE #JUSTGOT,Neutral,42,0
1007561,RT @user3376 outstanding performance amazing #happy #success,Positive,36,14
1007562,via fantastic product love 😊😍🙌,Positive,10,4
1007563,via @user8339 totally recommend grateful amazing #happy,Positive,51,9
1007564,RT @user8671 tried the new update usual #standard,Neutral,97,6
1007565,nothing works frustrating angry useless 😠😤💔,Negative,15,62
1007566,@user3997 not sure about this one regular standard #thoughts,Neutral,121,0
1007567,via @user5696 tried the new update #update,Neutral,73,1
1007568,@user2047 worst product ever ruined garbage,Negative,1,4
1007569,RT life is beautiful happy blessed,Positive,15,25
1007570,VIA @USER4694 TERRIBLE EXPERIENCE TERRIBLE USELESS RUINED #ANGRY #SCAM,Negative,62,59
1007571,beyond expectations joy delighted happy,Positive,62,8
1007572,RT feels like a scam broken 😠😤💔,Negative,60,112
1007573,WILL UPDATE LATER GENERAL OKAY #INFO,Neutral,61,21
1007574,RT @USER6414 RESULTS MAY VARY AVERAGE 🤔😐,Neutral,139,1
1007575,RT HIGHLY RECOMMEND BEAUTIFUL #AMAZING 😊😍🙌,Positive,61,28
1007576,RT @user4741 meh honestly common #info,Neutral,154,3
1007577,via @user4504 wondering if it works fair midrange #review...,Neutral,35,17
1007578,via this is wonderful cheerful awesome amazing #positive,Positive,14,13
1007579,RT best day ever love #happy #winning 😊😍🙌,Positive,14,6
1007580,RT totally recommend excellent wonderful #winning,Positive,29,11
1007581,@user1437 fantastic product great superb amazing #positive 😊😍🙌!!!,Positive,29,10
1007582,RT false advertising pathetic garbage #rant,Negative,17,2
1007583,@user9528 couldn't be worse dreadful garbage broken,Negative,2,3
1007584,via pure joy cheerful perfect #bestday #positive,Positive,43,23
1007585,pure joy blessed joy 😊😍🙌,Positive,9,1
1007586,@USER2785 BROKEN ON ARRIVAL FRUSTRATING,Negative,69,5
1007587,RT seems fine for now acceptable typical,Neutral,151,18
1007588,such a letdown garbage bad terrible #broken 😠😤💔,Negative,19,5
1007589,via made my day cheerful,Positive,37,1
1007590,ABSOLUTELY LOVE THIS GREAT #HAPPY #WINNING 😊😍🙌,Positive,6,2
1007591,RT @user8304 amazing experience blessed superb #winning #joy,Positive,74,10
1007592,RT @user3606 will update later regular adequate #review,Neutral,0,16
1007593,RT NOTHING WORKS TERRIBLE PATHETIC WASTE #FAIL,Negative,27,10
1007594,RT @user6021 met basic expectations 🤔😐...,Neutral,12,12
1007595,@USER6076 CHECKING THE REVIEWS,Neutral,193,1
1007596,RT @user7295 top notch quality positive #love #grateful,Positive,16,4
1007597,via extremely poor quality pathetic angry #scam,Negative,14,7
1007598,RT great customer support grateful perfect,Positive,85,36
1007599,RT waiting for more information acceptable #thoughts,Neutral,11,11
1007600,RT @USER7940 TOTALLY USELESS FRUSTRATING 😠😤💔,Negative,50,11
1007601,via depends on your use case okay #thoughts 🤔😐,Neutral,28,3
1007602,via refund requested broken #angry,Negative,33,7
1007603,wasted my money waste bad #avoid,Negative,79,21
1007604,RT totally worth it fantastic happy #success #grateful 😊😍🙌,Positive,7,1
1007605,via @user2453 depends on your use case adequate #justgot,Neutral,119,11
1007606,via feeling blessed great amazing #bestday #success,Positive,97,0
1007607,could go either way #justgot,Neutral,37,11
1007608,VIA INCREDIBLE SERVICE AMAZING WONDERFUL BEAUTIFUL,Positive,98,1
1007609,via can't believe how good incredible,Positive,13,7
1007610,RT incredible service love excellent positive #grateful #bestday,Positive,100,41
1007611,best day ever thrilled #amazing,Positive,246,47
1007612,RT any thoughts on this #info,Neutral,0,0
1007613,RT amazing experience amazing wonderful superb #love,Positive,7,6
1007614,@user6008 life is beautiful incredible #grateful,Positive,88,33
1007615,absolutely love this positive cheerful thrilled #bestday #positive,Positive,10,14
1007616,broken on arrival horrible pathetic trash,Negative,124,9
1007617,via amazing experience beautiful blessed positive,Positive,5,9
1007618,haven't tried it yet #justgot,Neutral,23,12
1007619,got the package today,Neutral,28,0
1007620,RT beyond expectations excellent happy #happy #love,Positive,255,11
1007621,via @user2272 horrible service hate,Negative,32,46
1007622,via @user3129 life is beautiful love amazing #happy #winning 😊😍🙌,Positive,8,3
1007623,refund requested terrible #avoid,Negative,82,4
1007624,RT FEELING BLESSED POSITIVE,Positive,80,4
1007625,via customer service is awful angry worst broken #scam #frustrated 😠😤💔!!!,Negative,1,10
1007626,via great customer support positive awesome delighted #joy,Positive,10,21
1007627,via awesome vibes cheerful,Positive,51,38
1007628,via totally recommend wonderful,Positive,76,2
1007629,met basic expectations standard typical,Neutral,80,15
1007630,via exceeded my expectations awesome great grateful,Positive,55,26
1007631,RT UNACCEPTABLE BEHAVIOR BROKEN HORRIBLE,Negative,42,9
1007632,via it does what it says regular sufficient #checking,Neutral,50,5
1007633,this is wonderful superb positive fantastic #success #positive,Positive,10,14
1007634,via @user1883 couldn't be worse trash #frustrated #terrible,Negative,13,1
1007635,meh honestly reasonable #review 🤔😐,Neutral,0,14
1007636,RT @user1755 totally useless waste frustrating broken,Negative,22,20
1007637,via feeling blessed superb love grateful!!!,Positive,23,9
1007638,VIA FEELING GREAT CHEERFUL #WINNING 😊😍🙌,Positive,26,15
1007639,via great customer support excellent awesome #bestday #winning,Positive,22,49
1007640,via feeling blessed perfect beautiful #bestday #happy,Positive,137,28
1007641,via outstanding performance excellent #happy,Positive,126,8
1007642,RT amazing experience positive fantastic #grateful #positive,Positive,38,20
1007643,via @user6743 checking the reviews common average 🤔😐,Neutral,59,33
1007644,RT @user4147 life is beautiful wonderful fantastic #positive 😊😍🙌,Positive,62,92
1007645,RT @user6370 super helpful superb #amazing,Positive,21,26
1007646,via terrible experience useless #scam #rant,Negative,59,17
1007647,RT typical product okay sufficient #justgot,Neutral,19,23
1007648,via outstanding performance fantastic,Positive,115,3
1007649,RT absolute garbage dreadful disappointed nightmare!!!,Negative,49,7
1007650,via such a letdown frustrating terrible hate #fail #avoid!!!,Negative,228,9
1007651,CAN'T BELIEVE HOW GOOD FANTASTIC 😊😍🙌,Positive,12,7
1007652,via pathetic excuse disgusting ruined bad #fail #scam,Negative,53,1
1007653,totally recommend joy #success #happy,Positive,46,40
1007654,RT @user6384 so happy today amazing fantastic,Positive,94,1
1007655,RT haven't tried it yet general basic #opinion,Neutral,250,17
1007656,via extremely poor quality failed #frustrated #terrible 😠😤💔,Negative,8,0
1007657,FEELING GREAT LOVE #BESTDAY #AMAZING,Positive,9,27
1007658,via feeling great blessed brilliant love #positive,Positive,1,3
1007659,@user6037 fantastic product joy #blessed,Positive,70,13
1007660,via just received my order,Neutral,76,20
1007661,COMPLETE WASTE PATHETIC TERRIBLE,Negative,2,33
1007662,VIA @USER2545 REALLY IMPRESSED PERFECT INCREDIBLE POSITIVE #SUCCESS #AMAZING,Positive,12,12
1007663,VIA SO FAR SO GOOD I THINK #FYI 🤔😐,Neutral,51,2
1007664,@USER5851 EXTREMELY POOR QUALITY WASTE DISGUSTING #FAIL!!!,Negative,186,10
1007665,via @user5081 pure joy blessed #bestday,Positive,2,41
1007666,via @user4067 totally useless broken 😠😤💔,Negative,44,18
1007667,@user4704 life is beautiful wonderful incredible cheerful #joy #bestday!!!,Positive,37,27
1007668,via any thoughts on this acceptable,Neutral,1,4
1007669,RT SUCH A LETDOWN DISGUSTING TERRIBLE #SCAM 😠😤💔,Negative,31,1
1007670,RT such a letdown disappointed,Negative,61,7
1007671,RT outstanding performance incredible fantastic thrilled #success #happy,Positive,15,0
1007672,RT GREAT CUSTOMER SUPPORT EXCELLENT POSITIVE AMAZING,Positive,63,26
1007673,RT couldn't be worse dreadful horrible disgusting,Negative,25,12
1007674,via super helpful delighted #joy,Positive,12,14
1007675,RT @user4714 deeply unhappy dreadful #broken,Negative,0,10
1007676,via so disappointed pathetic horrible trash,Negative,51,37
1007677,amazing experience brilliant great joy,Positive,24,21
1007678,RT CONSTANT CRASHES PATHETIC ANGRY #AVOID #BROKEN 😠😤💔,Negative,45,39
1007679,RT @user2058 deeply unhappy hate,Negative,25,5
1007680,RT HORRIBLE SERVICE TERRIBLE TRASH DREADFUL #SCAM #FAIL,Negative,109,0
1007681,via @user6444 no response at all worst 😠😤💔,Negative,7,1
1007682,RT seems fine for now #thoughts,Neutral,92,0
1007683,via five stars perfect delighted,Positive,98,9
1007684,VIA @USER7664 NOTHING WORKS NIGHTMARE WASTE,Negative,0,7
1007685,via this is wonderful thrilled 😊😍🙌,Positive,10,14
1007686,RT totally useless hate #frustrated,Negative,56,10
1007687,RT really frustrated bad,Negative,2,16
1007688,FEELS LIKE A SCAM WORST RUINED USELESS #DISAPPOINTED,Negative,92,19
1007689,RT @USER4146 REALLY IMPRESSED AWESOME GREAT #LOVE #BESTDAY 😊😍🙌,Positive,88,3
1007690,@USER1071 CONSTANT CRASHES RUINED DISGUSTING,Negative,109,5
1007691,life is beautiful great positive incredible #amazing #joy,Positive,0,27
1007692,customer service is awful nightmare awful frustrating #frustrated #fail,Negative,142,15
1007693,RT CHECKING THE REVIEWS,Neutral,13,4
1007694,via really frustrated pathetic broken worst #avoid,Negative,31,34
1007695,RT @USER6205 HIGHLY RECOMMEND BEAUTIFUL #POSITIVE,Positive,8,26
1007696,RT nothing special really fair reasonable,Neutral,17,24
1007697,via unacceptable behavior waste ruined failed #terrible #disappointed,Negative,126,8
1007698,via avoid at all costs frustrating #disappointed 😠😤💔,Negative,22,24
1007699,not sure about this one mediocre #fyi,Neutral,37,17
1007700,via made my day cheerful #love #grateful,Positive,48,2
1007701,RT @user5944 absolutely love this great perfect grateful,Positive,93,3
1007702,this is wonderful love thrilled grateful #success #grateful,Positive,134,4
1007703,ABSOLUTELY LOVE THIS HAPPY #SUCCESS #GRATEFUL,Positive,66,5
1007704,pure joy wonderful #success #love,Positive,19,5
1007705,via @user6095 feels like a scam dreadful useless,Negative,68,12
1007706,grateful for everything thrilled #happy #blessed 😊😍🙌,Positive,107,5
1007707,@user7573 so far so good I think usual sufficient #fyi,Neutral,58,20
1007708,RT @user8006 comparing different options decent mediocre...,Neutral,8,7
1007709,RT not sure about this one,Neutral,32,6
1007710,deeply unhappy trash,Negative,19,17
1007711,RT @user7027 best day ever fantastic cheerful positive #grateful!!!,Positive,12,18
1007712,via horrible service pathetic hate waste #broken #frustrated,Negative,136,12
1007713,via standard shipping arrived general #feedback 🤔😐,Neutral,47,1
1007714,via @user1787 pathetic excuse failed #terrible,Negative,99,5
1007715,waiting for more information #fyi,Neutral,47,58
1007716,via results may vary,Neutral,45,19
1007717,totally useless trash horrible #avoid,Negative,29,0
1007718,no response at all nightmare disgusting #broken,Negative,79,0
1007719,via @user2555 so happy today love 😊😍🙌,Positive,60,0
1007720,@user3279 absolute garbage disgusting #scam,Negative,99,2
1007721,constant crashes bad #disappointed #frustrated,Negative,36,13
1007722,not sure about this one basic #info,Neutral,30,6
1007723,RT @user3858 typical product typical average #review,Neutral,31,5
1007724,loving every moment excellent awesome beautiful #bestday #success,Positive,28,6
1007725,@user3299 incredible service grateful delighted joy #happy #love,Positive,41,4
1007726,via waited for hours ruined nightmare #angry!!!,Negative,223,10
1007727,via @user3807 standard shipping arrived,Neutral,10,9
1007728,via @user8878 loving every moment awesome incredible delighted 😊😍🙌,Positive,100,0
1007729,what a disaster horrible,Negative,56,11
1007730,VIA PURE JOY GRATEFUL WONDERFUL AWESOME,Positive,9,25
1007731,really frustrated ruined waste broken #frustrated,Negative,23,5
1007732,via so far so good I think ordinary normal #checking...,Neutral,88,15
1007733,via totally worth it blessed delighted incredible,Positive,114,14
1007734,@user8666 still broken broken #avoid 😠😤💔,Negative,67,27
1007735,RT so disappointed bad 😠😤💔,Negative,2,22
1007736,RT so far so good I think common reasonable #info,Neutral,47,1
1007737,@user7395 it does what it says adequate midrange #thoughts,Neutral,35,1
1007738,RT @user8684 feeling blessed wonderful great,Positive,66,11
1007739,via outstanding performance great wonderful love #winning 😊😍🙌,Positive,153,3
1007740,complete waste disappointed horrible worst,Negative,46,3
1007741,RT outstanding performance perfect cheerful great,Positive,47,19
1007742,RT meh honestly basic,Neutral,64,25
1007743,RT amazing experience cheerful brilliant #winning,Positive,96,1
1007744,incredible service awesome fantastic,Positive,21,17
1007745,can't believe how good beautiful thrilled superb #positive #success 😊😍🙌,Positive,34,3
1007746,really impressed fantastic blessed #winning #bestday,Positive,40,7
1007747,RT false advertising useless garbage,Negative,24,24
1007748,RT so satisfying brilliant amazing #bestday,Positive,26,0
1007749,VIA NEVER BUYING AGAIN TRASH AWFUL #SCAM #NEVERAGAIN,Negative,2,29
1007750,via beyond expectations fantastic awesome #success #blessed,Positive,161,17
1007751,via @user6958 outstanding performance cheerful grateful #winning #success,Positive,22,41
1007752,loving every moment incredible excellent #joy #success,Positive,54,27
1007753,RT any thoughts on this adequate 🤔😐,Neutral,72,7
1007754,RT so excited brilliant joy great,Positive,32,3
1007755,via not sure about this one usual,Neutral,17,22
1007756,@user9001 pretty standard stuff typical #justgot,Neutral,112,19
1007757,RT five stars great,Positive,31,1
1007758,RT @user4138 this is wonderful thrilled positive incredible #joy #grateful,Positive,2,7
1007759,via @user6924 nothing works failed angry #rant #angry,Negative,31,14
1007760,@user9439 totally worth it awesome grateful #positive #success,Positive,0,68
1007761,@user3085 unacceptable behavior dreadful #rant,Negative,22,28
1007762,via avoid at all costs trash disgusting,Negative,38,2
1007763,via false advertising disappointed disgusting failed #rant #frustrated,Negative,79,18
1007764,@user1362 customer service is awful terrible disgusting,Negative,37,10
1007765,RT @user2766 can't believe how good happy positive delighted 😊😍🙌,Positive,4,16
1007766,okay I guess midrange okay #thoughts,Neutral,121,1
1007767,RT avoid at all costs failed dreadful #fail,Negative,15,34
1007768,via nothing works broken nightmare #rant #broken,Negative,16,15
1007769,RT nothing works frustrating horrible #frustrated 😠😤💔,Negative,38,13
1007770,@user1447 exceeded my expectations love 😊😍🙌,Positive,26,5
1007771,VIA SO DISAPPOINTED GARBAGE #AVOID #NEVERAGAIN 😠😤💔,Negative,2,20
1007772,RT @USER6818 ABSOLUTELY LOVE THIS BRILLIANT EXCELLENT CHEERFUL,Positive,68,16
1007773,RT @user3176 unacceptable behavior disgusting #rant #disappointed,Negative,51,4
1007774,amazing experience perfect amazing thrilled #bestday #success 😊😍🙌,Positive,1,24
1007775,RT @user1315 really impressed beautiful cheerful #bestday #happy,Positive,33,5
1007776,@user8485 do not recommend angry 😠😤💔,Negative,5,0
1007777,@user2672 outstanding performance brilliant amazing perfect #happy 😊😍🙌,Positive,21,24
1007778,VIA @USER1529 COMPARING DIFFERENT OPTIONS AVERAGE FAIR #UPDATE 🤔😐,Neutral,125,34
1007779,via @user6191 absolutely love this awesome fantastic incredible #success #bestday,Positive,126,35
1007780,avoid at all costs disgusting #broken 😠😤💔,Negative,37,3
1007781,haven't tried it yet #standard,Neutral,79,3
1007782,RT awesome vibes fantastic thrilled love #amazing 😊😍🙌,Positive,15,3
1007783,via best day ever fantastic 😊😍🙌,Positive,36,5
1007784,RT @user9401 checking the reviews sufficient,Neutral,8,9
1007785,@USER5746 BEYOND EXPECTATIONS DELIGHTED BLESSED #BLESSED,Positive,103,12
1007786,RT top notch quality cheerful joy beautiful #blessed 😊😍🙌,Positive,105,3
1007787,RT @user7893 highly recommend wonderful excellent #amazing #love,Positive,9,12
1007788,checking the reviews 🤔😐,Neutral,31,16
1007789,waiting for more information,Neutral,79,20
1007790,via will update later okay normal,Neutral,142,7
1007791,RT do not recommend garbage horrible 😠😤💔,Negative,11,12
1007792,RT refund requested terrible,Negative,5,5
1007793,@user5007 highly recommend incredible delighted joy #amazing #positive,Positive,11,7
1007794,RT some features work some don't ordinary,Neutral,5,0
1007795,RT @user8736 totally recommend excellent #love #winning,Positive,53,14
1007796,@user6623 still broken useless broken disappointed #terrible #avoid,Negative,61,16
1007797,via can't believe how good positive thrilled #positive #happy!!!,Positive,6,5
1007798,via great customer support positive wonderful,Positive,6,27
1007799,FIVE STARS JOY!!!,Positive,68,3
1007800,so disappointed nightmare failed #fail #terrible!!!,Negative,20,50
1007801,RT @user6294 fantastic product excellent brilliant #positive #happy!!!,Positive,45,24
1007802,AVOID AT ALL COSTS WORST BROKEN,Negative,15,3
1007803,via refund requested terrible disgusting,Negative,76,17
1007804,VIA @USER7636 SO FAR SO GOOD I THINK #JUSTGOT,Neutral,57,12
1007805,great customer support incredible #success #grateful,Positive,41,19
1007806,via outstanding performance joy beautiful superb,Positive,15,6
1007807,such a letdown awful!!!,Negative,102,5
1007808,totally worth it positive #joy,Positive,39,18
1007809,via terrible experience terrible ruined #angry #terrible 😠😤💔,Negative,474,8
1007810,wasted my money waste broken!!!,Negative,27,27
1007811,avoid at all costs bad #frustrated #neveragain,Negative,81,19
1007812,RT @user9134 waited for hours ruined #scam,Negative,31,5
1007813,@USER7258 LOVING EVERY MOMENT BRILLIANT #BLESSED,Positive,46,31
1007814,via totally worth it perfect beautiful love #winning,Positive,107,1
1007815,refund requested awful terrible,Negative,27,9
1007816,RT grateful for everything incredible fantastic 😊😍🙌,Positive,189,16
1007817,RT customer service is awful horrible #avoid #terrible 😠😤💔!!!,Negative,26,0
1007818,VIA ABSOLUTELY LOVE THIS AMAZING #LOVE,Positive,41,1
1007819,broken on arrival disappointed angry #frustrated,Negative,89,20
1007820,such a letdown dreadful #disappointed 😠😤💔!!!,Negative,30,8
1007821,via can't believe how good great fantastic #bestday #grateful!!!,Positive,113,5
1007822,RT @user4812 no response at all trash 😠😤💔,Negative,14,42
1007823,via never buying again pathetic disappointed #terrible #avoid,Negative,82,25
1007824,@user6157 totally worth it cheerful fantastic amazing #grateful,Positive,10,2
1007825,so excited wonderful beautiful awesome #blessed #amazing,Positive,1,4
1007826,@user4691 customer service is awful nightmare frustrating trash #avoid 😠😤💔,Negative,74,4
1007827,RT @user7693 feels like a scam disappointed #frustrated #angry,Negative,65,4
1007828,via @user7422 so excited wonderful brilliant #blessed,Positive,25,61
1007829,via @user2454 waiting for more information sufficient,Neutral,14,7
1007830,@user5699 wondering if it works 🤔😐,Neutral,17,1
1007831,@user3704 extremely poor quality dreadful broken awful #angry #avoid,Negative,33,7
1007832,via such a letdown awful #terrible,Negative,59,25
1007833,@USER3291 INCREDIBLE SERVICE BRILLIANT BEAUTIFUL,Positive,39,0
1007834,RT @user4028 reading the manual okay average,Neutral,48,0
1007835,via some features work some don't okay general #feedback,Neutral,47,17
1007836,via what a disaster worst awful #angry #frustrated 😠😤💔,Negative,11,25
1007837,via outstanding performance incredible blessed perfect,Positive,121,25
1007838,still broken horrible dreadful garbage #avoid,Negative,18,13
1007839,@user6524 wasted my money dreadful waste broken #frustrated #broken,Negative,123,5
1007840,@USER6865 LIFE IS BEAUTIFUL BRILLIANT,Positive,85,0
1007841,@user8244 broken on arrival frustrating!!!,Negative,0,21
1007842,@user2875 five stars love thrilled awesome #winning #bestday!!!,Positive,71,23
1007843,via totally worth it cheerful,Positive,132,1
1007844,RT some features work some don't ordinary #update,Neutral,13,35
1007845,RT @user3708 nothing works failed #scam #frustrated,Negative,9,17
1007846,via neither good nor bad,Neutral,37,1
1007847,RT complete waste garbage worst,Negative,16,11
1007848,RT top notch quality excellent positive 😊😍🙌,Positive,95,18
1007849,exceeded my expectations blessed incredible awesome #amazing,Positive,48,10
1007850,standard shipping arrived reasonable sufficient #standard 🤔😐,Neutral,17,1
1007851,via @user6341 extremely poor quality worst dreadful garbage,Negative,26,0
1007852,via waited for hours angry #neveragain!!!,Negative,11,8
1007853,RT constant crashes nightmare awful #neveragain,Negative,27,0
1007854,via highly recommend cheerful great beautiful #bestday #love,Positive,44,11
1007855,checking the reviews sufficient average 🤔😐,Neutral,4,43
1007856,via @user5241 average at best fair basic #opinion 🤔😐,Neutral,5,28
1007857,via constant crashes angry #fail #frustrated,Negative,0,32
1007858,via @user3105 any thoughts on this midrange,Neutral,0,21
1007859,via pure joy beautiful grateful wonderful,Positive,22,20
1007860,horrible service disgusting dreadful frustrating #frustrated #rant,Negative,25,1
1007861,never buying again failed #rant #scam,Negative,72,1
1007862,RT could go either way,Neutral,127,0
1007863,RT amazing experience thrilled excellent great #grateful #happy,Positive,32,19
1007864,RT typical product mediocre #opinion,Neutral,24,3
1007865,via looks normal to me usual common,Neutral,71,23
1007866,RT so satisfying perfect #blessed,Positive,127,7
1007867,RT totally recommend excellent joy perfect #bestday,Positive,35,6
1007868,via results may vary fair sufficient #feedback...,Neutral,14,20
1007869,RT feeling great brilliant,Positive,20,8
1007870,@USER9054 COMPLETE WASTE NIGHTMARE FRUSTRATING TERRIBLE,Negative,25,18
